00:00:04,25.48,24,770.03,44
00:00:07,25.73,24,770.03,44
00:00:10,25.75,24,769.97,44
00:00:13,25.75,24,770.03,44
00:00:16,25.76,24,770.05,44
00:00:19,25.77,24,770.21,44
00:00:22,25.77,24,770.10,44
00:00:25,25.79,24,769.97,44
00:00:28,25.82,24,770.18,44
00:00:31,25.81,24,770.13,44
00:00:34,25.79,24,770.05,44
00:00:37,25.77,24,769.97,44
00:00:40,25.76,24,770.02,44
00:00:43,25.77,24,770.05,44
00:00:46,25.75,24,770.11,44
00:00:49,25.74,24,770.16,44
00:00:52,25.72,24,770.29,44
00:00:55,25.71,24,770.16,44
00:00:58,25.71,24,770.13,44
00:01:01,25.68,24,770.16,44
00:01:04,25.68,24,770.16,44
00:01:07,25.68,24,770.13,44
00:01:10,25.68,24,770.16,44
00:01:13,25.69,24,770.11,44
00:01:16,25.71,24,770.16,44
00:01:19,25.67,24,770.16,44
00:01:22,25.66,24,770.21,44
00:01:25,25.67,24,770.19,44
00:01:28,25.66,24,770.30,44
00:01:31,25.65,24,770.13,44
00:01:34,25.66,24,770.11,44
00:01:37,25.67,24,770.21,44
00:01:40,25.66,24,770.11,44
00:01:43,25.63,24,770.24,44
00:01:46,25.62,24,770.14,44
00:01:49,25.61,24,770.24,44
00:01:52,25.61,24,770.19,44
00:01:55,25.60,24,770.16,44
00:01:58,25.58,24,770.24,44
00:02:01,25.60,24,770.19,44
00:02:04,25.60,24,770.30,44
00:02:07,25.60,24,770.35,44
00:02:10,25.57,24,770.46,44
00:02:13,25.57,24,770.38,44
00:02:16,25.56,24,770.35,44
00:02:19,25.54,24,770.40,44
00:02:22,25.57,24,770.27,44
00:02:25,25.59,24,770.40,44
00:02:28,25.60,24,770.22,44
00:02:31,25.61,24,770.22,44
00:02:34,25.63,24,770.19,44
00:02:37,25.62,24,770.24,44
00:02:40,25.60,24,770.24,44
00:02:43,25.61,24,770.14,44
00:02:46,25.62,24,770.22,44
00:02:49,25.63,24,770.22,44
00:02:52,25.63,24,770.22,44
00:02:55,25.63,24,770.24,44
00:02:58,25.63,24,770.08,44
00:03:01,25.64,24,770.30,44
00:03:04,25.63,24,770.22,44
00:03:07,25.64,24,770.16,44
00:03:10,25.62,24,770.32,44
00:03:13,25.64,24,770.24,44
00:03:16,25.65,24,770.13,44
00:03:19,25.64,24,770.13,44
00:03:22,25.64,24,770.19,44
00:03:25,25.64,24,770.24,44
00:03:28,25.66,24,770.08,44
00:03:31,25.67,24,770.24,44
00:03:34,25.67,24,770.24,44
00:03:37,25.66,24,770.13,44
00:03:40,25.66,24,770.08,44
00:03:43,25.67,24,770.13,44
00:03:46,25.68,24,770.13,44
00:03:49,25.68,24,770.35,44
00:03:52,25.64,24,770.16,44
00:03:55,25.59,24,770.22,44
00:03:58,25.56,24,770.30,44
00:04:01,25.58,24,770.19,44
00:04:04,25.60,24,770.19,44
00:04:07,25.61,24,770.22,44
00:04:10,25.61,24,770.24,44
00:04:13,25.61,24,770.22,44
00:04:16,25.60,24,770.22,44
00:04:19,25.60,24,770.43,44
00:04:22,25.60,24,770.27,44
23:39:54,25.61,24,770.19,44
23:39:57,25.66,24,770.05,49
23:40:00,25.75,24,769.89,58
23:40:03,25.90,25,769.81,72
23:40:06,25.95,26,769.70,77
23:40:09,25.99,27,769.64,81
23:40:12,26.03,28,769.62,84
23:40:15,26.10,28,769.59,85
00:00:05,25.48,24,773.30,46
00:00:08,23.13,23,773.51,47
00:00:11,22.91,23,773.78,47
00:00:14,22.86,23,773.81,47
00:00:17,22.79,23,773.97,47
00:00:20,22.71,23,774.00,48
00:00:23,22.61,23,773.89,48
00:00:26,22.60,22,773.94,48
00:00:29,22.55,22,774.08,48
00:00:32,22.51,22,774.05,49
00:00:35,22.51,22,774.16,49
00:00:38,22.45,22,774.29,49
00:00:41,22.35,21,774.48,49
00:00:44,22.20,21,774.67,49
00:00:47,22.06,21,774.86,49
00:00:50,21.91,21,775.02,50
00:00:53,21.84,21,775.02,50
00:00:56,21.75,21,775.27,51
00:00:59,21.64,21,775.35,51
00:01:02,21.53,21,775.51,51
00:01:05,21.47,21,775.48,52
00:01:08,21.40,20,775.67,53
00:01:11,21.34,20,775.78,53
00:01:14,21.26,20,775.73,54
00:01:17,21.21,20,775.76,54
00:01:20,21.18,20,775.78,54
00:01:23,21.16,20,775.84,54
00:01:26,21.15,20,775.92,55
00:01:29,21.08,20,775.86,55
00:01:32,21.03,20,775.94,55
00:01:35,21.00,19,776.03,55
00:01:38,20.95,19,776.05,55
00:01:41,20.95,19,776.08,55
00:01:44,20.92,19,776.05,55
00:01:47,20.91,19,776.00,56
00:01:50,20.90,19,776.03,56
00:01:53,20.87,19,776.16,56
00:01:56,20.86,19,776.08,56
00:01:59,20.85,19,776.16,56
00:02:02,20.84,19,776.21,56
00:02:05,20.82,19,776.19,57
00:02:08,20.80,19,776.27,57
00:02:11,20.78,19,776.27,57
00:02:14,20.74,19,776.35,57
00:02:17,20.72,19,776.43,57
00:02:20,20.70,19,776.40,57
00:02:23,20.68,19,776.54,57
00:02:26,20.66,19,776.54,58
00:02:29,20.62,19,776.48,58
00:02:32,20.62,19,776.54,58
00:02:35,20.61,19,776.48,58
00:02:38,20.60,19,776.48,58
00:02:41,20.60,19,776.48,58
00:02:44,20.59,19,776.48,58
00:02:47,20.58,19,776.43,58
00:02:50,20.57,19,776.48,58
00:02:53,20.58,19,776.48,58
00:02:56,20.58,19,776.54,58
00:02:59,20.57,19,776.62,59
00:03:02,20.56,19,776.67,59
00:03:05,20.54,19,776.65,59
00:03:08,20.52,19,776.73,59
00:03:11,20.51,19,776.65,59
00:03:14,20.49,19,776.75,59
00:03:17,20.50,19,776.65,59
00:03:20,20.48,19,776.70,59
00:03:23,20.48,19,776.70,59
00:03:26,20.47,19,776.70,59
00:03:29,20.46,18,776.70,59
00:03:32,20.46,18,776.62,59
00:03:35,20.46,18,776.65,59
